FileName;OriginalHyperLink;NewHyperLink;CoincidencePrefix
Søgning på hjemmesider.aspx;"href=""/Skade/hb/indbo/Delte%20dokumenter/hjemmeside.PNG""";"href=""/Skade/hb/indbo/Delte%20dokumenter/hjemmeside.PNG""";Indbo
Ankenævnskendelser vedrørende tøbrud.aspx;"href=""/Skade/hb/indbo/Delte%20dokumenter/Højesterets%20dom%20vedrørende%20tøbrud.pdf""";"href=""/Skade/hb/indbo/Delte%20dokumenter/Højesterets%20dom%20vedrørende%20tøbrud.pdf""";Indbo
Sanering - Forbehold på policen.aspx;"href=""/Skade/hb/indbo/Delte%20dokumenter/Indbobrev%20om%20skadeforløb.docx""";"href=""/Skade/hb/indbo/Delte%20dokumenter/Indbobrev%20om%20skadeforløb.docx""";Indbo
Sanering - Forbehold på policen.aspx;"href=""/Skade/hb/indbo/Delte%20dokumenter/Klausulliste.png""";"href=""/Skade/hb/indbo/Delte%20dokumenter/Klausulliste.png""";Indbo
Erstatning - Smykker - Anker-, Bismark-, Panser- og Geneveguldkæder.aspx;"href=""/Skade/hb/indbo/Delte%20dokumenter/Kædevarer%20fra%20fabrikken%20BNH.pdf""";"href=""/Skade/hb/indbo/Delte%20dokumenter/Kædevarer%20fra%20fabrikken%20BNH.pdf""";Indbo
Mentech.aspx;"href=""/Skade/hb/indbo/Delte%20dokumenter/Mentech%20-%20Væskeskadet%20pc%20-%20Techsave%20rensning.docx""";"href=""/Skade/hb/indbo/Delte%20dokumenter/Mentech%20-%20Væskeskadet%20pc%20-%20Techsave%20rensning.docx""";Indbo
Iphones - Garanti - Reklamation - Reparation - Ombytning.aspx;"href=""/Skade/hb/indbo/Delte%20dokumenter/Notat%20om%20købegarantiens%20dækningspligt.doc""";"href=""/Skade/hb/indbo/Delte%20dokumenter/Notat%20om%20købegarantiens%20dækningspligt.doc""";Indbo
Arepa - Forretningsgang for IPhone, IPad og Applewatch der sendes til reparation eller swap hos Arepa.aspx;"href=""/Skade/hb/indbo/Delte%20dokumenter/Oprettelse%20af%20dagbog%20på%20Apple%20produkter.docx""";"href=""/Skade/hb/indbo/Delte%20dokumenter/Oprettelse%20af%20dagbog%20på%20Apple%20produkter.docx""";Indbo
Sikret personkreds.aspx;"href=""/Skade/hb/indbo/Delte%20dokumenter/oversigt%20over%20sikret%20personkreds.jpg""";"href=""/Skade/hb/indbo/Delte%20dokumenter/oversigt%20over%20sikret%20personkreds.jpg""";Indbo
Indbovilkår 33-4 eller Indbovilkår 33-5.aspx;"href=""/Skade/hb/indbo/Delte%20dokumenter/Policeudklip%20vedrørende%20gældende%20vilkår.docx""";"href=""/Skade/hb/indbo/Delte%20dokumenter/Policeudklip%20vedrørende%20gældende%20vilkår.docx""";Indbo
Politikredse.aspx;"href=""/Skade/hb/indbo/Delte%20dokumenter/Politioversigt.xls""";"href=""/Skade/hb/indbo/Delte%20dokumenter/Politioversigt.xls""";Indbo
Postnumre inddeling for Indbotaksator på Sjælland.aspx;"href=""/Skade/hb/indbo/Delte%20dokumenter/Postnummer%20fordeling%20sjælland.png""";"href=""/Skade/hb/indbo/Delte%20dokumenter/Postnummer%20fordeling%20sjælland.png""";Indbo
Indbrud - Behandling af bygningsskader ved indbrud.aspx;"href=""/Skade/hb/indbo/Delte%20dokumenter/Procedure%20for%20betaling%20af%20takseringsfaktura.docx""";"href=""/Skade/hb/indbo/Delte%20dokumenter/Procedure%20for%20betaling%20af%20takseringsfaktura.docx""";Indbo
Scalepoint til bygningsskader.aspx;"href=""/Skade/hb/indbo/Delte%20dokumenter/Procedure%20for%20betaling%20af%20takseringsfaktura.docx""";"href=""/Skade/hb/indbo/Delte%20dokumenter/Procedure%20for%20betaling%20af%20takseringsfaktura.docx""";Indbo
Takseringsfaktura - Betaling af takseringsfaktura.aspx;"href=""/Skade/hb/indbo/Delte%20dokumenter/Procedure%20for%20betaling%20af%20takseringsfaktura.docx""";"href=""/Skade/hb/indbo/Delte%20dokumenter/Procedure%20for%20betaling%20af%20takseringsfaktura.docx""";Indbo
Selvrisiko - Rykkerbreve vedrørende manglende indbetaling af selvrisikobeløb.aspx;"href=""/Skade/hb/indbo/Delte%20dokumenter/Rykkerbrev%201.PNG.docx""";"href=""/Skade/hb/indbo/Delte%20dokumenter/Rykkerbrev%201.PNG.docx""";Indbo
Selvrisiko - Rykkerbreve vedrørende manglende indbetaling af selvrisikobeløb.aspx;"href=""/Skade/hb/indbo/Delte%20dokumenter/Rykkerbrev%202.docx""";"href=""/Skade/hb/indbo/Delte%20dokumenter/Rykkerbrev%202.docx""";Indbo
Gerningsmænd - Forretningsgang for gerningsmandssager.aspx;"href=""/Skade/hb/indbo/Delte%20dokumenter/Skadestabs%20og%20Medlemsjuras%20arbejdsområde%20med%20gerningsmandssager.docx""";"href=""/Skade/hb/indbo/Delte%20dokumenter/Skadestabs%20og%20Medlemsjuras%20arbejdsområde%20med%20gerningsmandssager.docx""";Indbo
IndboSkybrud.aspx;"href=""/Skade/hb/indbo/Delte%20dokumenter/Skybrudsdækning%20-%20Vandskadedækning%20lejer%20-%20Vandskadedækning%20ejer%20med%20HusPlus.docx""";"href=""/Skade/hb/indbo/Delte%20dokumenter/Skybrudsdækning%20-%20Vandskadedækning%20lejer%20-%20Vandskadedækning%20ejer%20med%20HusPlus.docx""";Indbo
IndboSkybrud.aspx;"href=""/Skade/hb/indbo/Delte%20dokumenter/Skybrudsguide%20gældende%20fra%2030.6.16.pdf""";"href=""/Skade/hb/indbo/Delte%20dokumenter/Skybrudsguide%20gældende%20fra%2030.6.16.pdf""";Indbo
Udenlandske smykker.aspx;"href=""/Skade/hb/indbo/Delte%20dokumenter/Smykkekursus.pptx""";"href=""/Skade/hb/indbo/Delte%20dokumenter/Smykkekursus.pptx""";Indbo
Ædelstene, herunder rav.aspx;"href=""/Skade/hb/indbo/Delte%20dokumenter/Smykkekursus.pptx""";"href=""/Skade/hb/indbo/Delte%20dokumenter/Smykkekursus.pptx""";Indbo
Dokumentation - hvornår beder vi om dokumentation.aspx;"href=""/Skade/hb/indbo/Delte%20dokumenter/Søgning%20på%20serienummer.docx""";"href=""/Skade/hb/indbo/Delte%20dokumenter/Søgning%20på%20serienummer.docx""";Indbo
