Filnavn;Branche;Content;IsLinkCoincidence;FileInLink;NytLink;Prefix
Danske Lov 3-19-2.aspx;Ansvar;"href=""/policehaandbog/bg3/Sider/bg3-Lærer-praktikansvar.aspx""";False;bg3-Lærer-praktikansvar.aspx;http://intranet.lb.dk/policehaandbog/bg3/Sider/;
Danske Lov 3-19-2.aspx;Ansvar;"href=""/Skade/hb/ansvarNY/SitePages/selvstændigt%20virkende%20tredjemand.aspx""";False;selvstændigt%20virkende%20tredjemand.aspx;https://lbforsikring.sharepoint.com/sites/skade/sitepages/;
Danske Lov 3-19-2.aspx;Ansvar;"href=""/Skade/hb/ansvarNY/SitePages/Vedrørende%20ansatte%20forvolder%20skade%20på%20hinanden.aspx""";False;Vedrørende%20ansatte%20forvolder%20skade%20på%20hinanden.aspx;https://lbforsikring.sharepoint.com/sites/skade/sitepages/;
Danske Lov 6-10-2.aspx;Ansvar;"href=""/Skade/hb/ansvarNY/SitePages/Hesteskader.aspx""";False;Hesteskader.aspx;https://lbforsikring.sharepoint.com/sites/skade/sitepages/;
Danske Lov 6-10-2.aspx;Ansvar;"href=""/Skade/hb/ansvarNY/SitePages/Mark-%20og%20vejfredsloven.aspx""";False;Mark-%20og%20vejfredsloven.aspx;https://lbforsikring.sharepoint.com/sites/skade/sitepages/;
