Filnavn	Branche	Content	IsLinkCoincidence	FileInLink	NytLink	Prefix
Vejledning til behandling af en ansvarssag.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/husejeransvar.aspx"""	False	husejeransvar.aspx		
Uagtsomhedsgrader.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/husejeransvar.aspx"""	False	husejeransvar.aspx		
Ansvar under arbejde for andre.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Husejeransvar.aspx"""	False	Husejeransvar.aspx		
Glideskader.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Husejers%20ansvar%20for%20lejers%20forsømmelse.aspx"""	False	Husejers%20ansvar%20for%20lejers%20forsømmelse.aspx		
Lån og leje.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Hvem%20behandler%20skader%20på%20lånte%20og%20lejede%20genstande.aspx"""	False	Hvem%20behandler%20skader%20på%20lånte%20og%20lejede%20genstande.aspx		
Vejledning til behandling af en ansvarssag.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Hvilke%20ansvarsskader%20skal%20vi%20tage%20stilling%20til.aspx"""	False	Hvilke%20ansvarsskader%20skal%20vi%20tage%20stilling%20til.aspx		
Hund er årsag til bilulykke.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Kapitel%202-aftalen.aspx"""	False	Kapitel%202-aftalen.aspx		
Hesteskader.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Kapitel%202-aftalen.aspx"""	False	Kapitel%202-aftalen.aspx		
Motoransvar eller privat ansvar.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Kapitel%202-aftalen.aspx"""	False	Kapitel%202-aftalen.aspx		
Graveskader på ledninger.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Ledningsejerregistret.aspx"""	False	Ledningsejerregistret.aspx		
Hesteskader.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Lov%20om%20erstatningsansvar%20§%2025.aspx"""	False	Lov%20om%20erstatningsansvar%20§%2025.aspx		
Småskader.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Lov%20om%20erstatningsansvar%20§%2025.aspx"""	False	Lov%20om%20erstatningsansvar%20§%2025.aspx		
Glideskader.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Lov%20om%20Erstatningsansvar%20§%2025.aspx"""	False	Lov%20om%20Erstatningsansvar%20§%2025.aspx		
Vedrørende passager forvolder skade på bil.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Lov%20om%20Erstatningsansvar%20§%2025.aspx"""	False	Lov%20om%20Erstatningsansvar%20§%2025.aspx		
Husejers ansvar for lejers forsømmelse.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Lov%20om%20Erstatningsansvar%20§%2025.aspx"""	False	Lov%20om%20Erstatningsansvar%20§%2025.aspx		
Skoleskader.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Lov%20om%20Erstatningsansvar%20§%2025.aspx"""	False	Lov%20om%20Erstatningsansvar%20§%2025.aspx		
Varetægt.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Lån%20og%20leje.aspx"""	False	Lån%20og%20leje.aspx		
Hvem behandler skader på lånte og lejede genstande.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Lån%20og%20leje.aspx"""	False	Lån%20og%20leje.aspx		
Uagtsomhedsgrader.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Manglet%20evnen%20til%20at%20handle%20fornuftsmæssigt.aspx"""	False	Manglet%20evnen%20til%20at%20handle%20fornuftsmæssigt.aspx		
Spiritus.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Manglet%20evnen%20til%20at%20handle%20fornuftsmæssigt.aspx"""	False	Manglet%20evnen%20til%20at%20handle%20fornuftsmæssigt.aspx		
Hesteskader.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Mark-%20og%20vejfredsloven.aspx"""	False	Mark-%20og%20vejfredsloven.aspx		
Danske Lov 6-10-2.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Mark-%20og%20vejfredsloven.aspx"""	False	Mark-%20og%20vejfredsloven.aspx		
Katteskader.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Mark-%20og%20Vejfredsloven.aspx"""	False	Mark-%20og%20Vejfredsloven.aspx		
Varetægt.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Motorkøretøj%20-%20børns%20ansvar%20-%20varetægt.aspx"""	False	Motorkøretøj%20-%20børns%20ansvar%20-%20varetægt.aspx		
Vejledning til behandling af en ansvarssag.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Nødret.aspx"""	True	Nødret.aspx		
Færdselsskader.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Politirapport.aspx"""	False	Politirapport.aspx		
Skade opstået under hundeslagsmål.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Politirapport.aspx"""	False	Politirapport.aspx		
Vejledning til behandling af en ansvarssag.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Påregnelig.aspx"""	False	Påregnelig.aspx		
Husejeransvar.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Referater%20fra%20ansvarsmøder.aspx"""	False	Referater%20fra%20ansvarsmøder.aspx		
Hund gør andre dyr bange.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Regres%20Hundeansvarsforsikring.aspx"""	False	Regres%20Hundeansvarsforsikring.aspx		
Uønsket parring - egen skyld.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Regres%20Hundeansvarsforsikring.aspx"""	False	Regres%20Hundeansvarsforsikring.aspx		
Skade opstået under hundeslagsmål.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Regres%20hundeansvarsforsikring.aspx"""	False	Regres%20hundeansvarsforsikring.aspx		
Reserveafsættelse i skadesager som forventes at komme til at koste over 1 mio.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Reserveafsættelse.aspx"""	True	Reserveafsættelse.aspx		
Danske Lov 3-19-2.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/selvstændigt%20virkende%20tredjemand.aspx"""	False	selvstændigt%20virkende%20tredjemand.aspx		
Skade på feriebolig.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Skade%20på%20bygningsdele%20i%20hotelværelser%20og%20lejede%20ferieboliger.aspx"""	False	Skade%20på%20bygningsdele%20i%20hotelværelser%20og%20lejede%20ferieboliger.aspx		
Skader forvoldt ved brug af legetøj med motorkraft under 5 hk.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Skader%20forvoldt%20med%20droner.aspx"""	False	Skader%20forvoldt%20med%20droner.aspx		
Lov om Erstatningsansvar § 25.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/småskader.aspx"""	False	småskader.aspx		
Arbejdsskadeforsikring - Arbejdsskadestyrelsen.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Specielt%20for%20personer%20med%20bofællesskab,%20familie%20i%20øvrigt%20samt%20gæster.aspx"""	False	Specielt%20for%20personer%20med%20bofællesskab,%20familie%20i%20øvrigt%20samt%20gæster.aspx		
Arbejdsskadeforsikring - Arbejdsskadestyrelsen.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Specielt%20ved%20gensidig%20hjælp.aspx"""	False	Specielt%20ved%20gensidig%20hjælp.aspx		
Tjenesteydelse.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/specielt%20ved%20håndsrækninger.aspx"""	False	specielt%20ved%20håndsrækninger.aspx		
Arbejdsskadeforsikring - Arbejdsskadestyrelsen.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Specielt%20ved%20håndsrækninger.aspx"""	False	Specielt%20ved%20håndsrækninger.aspx		
Hund gør andre dyr bange.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Spændende%20hundeansvarssager.aspx"""	False	Spændende%20hundeansvarssager.aspx		
Vedrørende hundeansvar - accept af risiko.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/spændende%20hundeansvarssager.aspx"""	False	spændende%20hundeansvarssager.aspx		
Vedrørende skade forvoldt under arbejde.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Tjenesteydelse.aspx"""	False	Tjenesteydelse.aspx		
Vedrørende skade sket, når skadelidte ikke er hjemme.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Tjenesteydelse.aspx"""	False	Tjenesteydelse.aspx		
Husejeransvar.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Trampolinskader.aspx"""	False	Trampolinskader.aspx		
Vejledning til behandling af en ansvarssag.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Uagtsomhedsgrader.aspx"""	False	Uagtsomhedsgrader.aspx		
Vejledning til behandling af en ansvarssag.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Uanmodet%20forretningsførelse.aspx"""	False	Uanmodet%20forretningsførelse.aspx		
Husejeransvar.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Ubebygget%20grund.aspx"""	False	Ubebygget%20grund.aspx		
Hæftelse for købte varer.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Varer%20i%20udvalg%20-%20køb%20på%20prøve.aspx"""	False	Varer%20i%20udvalg%20-%20køb%20på%20prøve.aspx		
Cykler.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/varetægt.aspx"""	False	varetægt.aspx		
Hundeansvar - lån, leje mm.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/varetægt.aspx"""	False	varetægt.aspx		
Skade på arbejdsgivers genstande.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/varetægt.aspx"""	False	varetægt.aspx		
Vedrørende skade sket, når skadelidte ikke er hjemme.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/varetægt.aspx"""	False	varetægt.aspx		
Politirapport.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Vedrørende%20anerkendelse%20i%20hundeansvarssager.aspx"""	False	Vedrørende%20anerkendelse%20i%20hundeansvarssager.aspx		
Vedrørende selskabets anerkendelse.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Vedrørende%20anerkendelse%20i%20hundeansvarssager.aspx"""	False	Vedrørende%20anerkendelse%20i%20hundeansvarssager.aspx		
Danske Lov 3-19-2.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Vedrørende%20ansatte%20forvolder%20skade%20på%20hinanden.aspx"""	False	Vedrørende%20ansatte%20forvolder%20skade%20på%20hinanden.aspx		
Husejeransvar på erhvervsansvarsforsikringen.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Vedrørende%20ejer%20af%20enkelt%20bygning%20ikke%20blev%20anset%20som%20værende%20erhvervsdrivende.aspx"""	False	Vedrørende%20ejer%20af%20enkelt%20bygning%20ikke%20blev%20anset%20som%20værende%20erhvervsdrivende.aspx		
Husejers ansvar for lejers forsømmelse.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Vedrørende%20ejer%20af%20enkelt%20bygning%20ikke%20blev%20anset%20som%20værende%20erhvervsdrivende.aspx"""	False	Vedrørende%20ejer%20af%20enkelt%20bygning%20ikke%20blev%20anset%20som%20værende%20erhvervsdrivende.aspx		
Uagtsomhedsgrader.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Vedrørende%20forsætlige%20skader.aspx"""	False	Vedrørende%20forsætlige%20skader.aspx		
Skade forvoldt af børn.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Vedrørende%20forsætligt%20forvoldte%20skader,%20som%20skyldes%20evnen%20til%20at%20handle%20fornuftsmæssigt.aspx"""	False	Vedrørende%20forsætligt%20forvoldte%20skader,%20som%20skyldes%20evnen%20til%20at%20handle%20fornuftsmæssigt.aspx		
Uagtsomhedsgrader.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Vedrørende%20forsætligt%20forvoldte%20skader,%20som%20skyldes%20evnen%20til%20at%20handle%20fornuftsmæssigt.aspx"""	False	Vedrørende%20forsætligt%20forvoldte%20skader,%20som%20skyldes%20evnen%20til%20at%20handle%20fornuftsmæssigt.aspx		
