OrignalFilnavn;NytFilnavn;Gruppe;Undergruppe;Branche;Coincidence;Status
Skade på lejer.aspx;Skade på lejer.aspx;Husejeransvar;Personskade;Ansvar;False;Success
Skader forvoldt med droner.aspx;Skader forvoldt med droner.aspx;Færdselsskader og motoransvar;;Ansvar;False;Success
