OrignalFilnavn;NytFilnavn;Gruppe;Undergruppe;Branche;Coincidence;Status
Erstatning ved følger efter byggefejl, fejlkonstruktion, underdimensionering mv.aspx;Erstatning ved følger efter byggefejl, fejlkonstruktion, underdimensionering mv.aspx;Erstatningsopgørelse;Afsnit 3: El-skade, Afsnit 6: Storm - voldsomt sky- og tøbrud - snetryk, Afsnit 7: Pludselig skade, 11: Råd/svamp;Bygning;False;Error
Erstatning for el-forbrug.aspx;Erstatning for el-forbrug.aspx;Erstatningsopgørelse;Affugter;Bygning;False;Error
Erstatning for skimmelsvamp.aspx;Erstatning for skimmelsvamp.aspx;Erstatningsopgørelse;Afsnit 2: Brand, lynnedslag og eksplosion, Afsnit 3: El-skade, Afsnit 5: Udstrømning af væsker (vandskade] og frostsprængning, Afsnit 6: Storm-voldsomt sky-og tøbrud - snetryk, Afsnit 7: Pludselig skade, Afsnit 9: Stikledninger, Afsniit 10: skjulte rør;Bygning;False;Error
Forældelse.aspx;BygningForældelse.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;True;Error
Regres.aspx;BygningRegres.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;True;Error
Behandling af indbrudsskader og hærværksskader.aspx;Behandling af indbrudsskader og hærværksskader.aspx;Erstatningsopgørelse;Tyveri og hærværk;Bygning;False;Error
Behandling af stormskade.aspx;Behandling af stormskade.aspx;Erstatningsopgørelse;Storm ;Bygning;False;Error
Behandling af brud på vand- og kloakstikledninger.aspx;Behandling af brud på vand- og kloakstikledninger.aspx;Erstatningsopgørelse;Stikledninger;Bygning;False;Error
Behandling af brud på el-stikledninger.aspx;Behandling af brud på el-stikledninger.aspx;Erstatningsopgørelse;Stikledninger;Bygning;False;Error
Erstatning for undersøgelsesudgift ved rørskader.aspx;Erstatning for undersøgelsesudgift ved rørskader.aspx;Erstatningsopgørelse;Stikledninger - rør og kabler;Bygning;False;Error
Behandling af brud på skjulte rør og kabler.aspx;Behandling af brud på skjulte rør og kabler.aspx;Erstatningsopgørelse;Afsnit: 10: Skjulte rør og kabler;Bygning;False;Error
Erstatning for Stikledninger - rør og kabler.aspx;Erstatning for Stikledninger - rør og kabler.aspx;Erstatningsopgørelse;Afsnit 9: Stikledninger;Bygning;False;Error
Dødsbo.aspx;Dødsbo.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
dobbeltforsikringsaftalen.aspx;dobbeltforsikringsaftalen.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Fordelingsvejledningen.aspx;BygningFordelingsvejledningen.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;True;Error
sikkerhedsforskrift.aspx;sikkerhedsforskrift.aspx;Erstatningsopgørelse;Sikkerhedsforskrift § 51;Bygning;False;Error
Regres ved vibrationsskader - sætningsskader i murværk.aspx;Regres ved vibrationsskader - sætningsskader i murværk.aspx;Erstatningsopgørelse;Regres ved vibrationsskader/sætningsskader;Bygning;False;Error
FAL § 52 og 53.aspx;FAL § 52 og 53.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
regres overfor kommunen.aspx;regres overfor kommunen.aspx;Erstatningsopgørelse;Afsnit 6: Storm - voldsomt sky- og tøbrud - snetryk;Bygning;False;Error
Kosmetisk skade.aspx;Kosmetisk skade.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Afsnit 4+ udvidet dækning for tyveri af og hærværk på byggematerialer.aspx;Afsnit 4+ udvidet dækning for tyveri af og hærværk på byggematerialer.aspx;Erstatningsopgørelse;Byggematerialer ;Bygning;False;Error
Fal § 18.aspx;Fal § 18.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Husplus Afsnit 1.I.aspx;Husplus Afsnit 1.I.aspx;Erstatningsopgørelse ;Kosmetisk skade;Bygning;False;Error
Behandling af råd- og svampeskader.aspx;Behandling af råd- og svampeskader.aspx;Erstatningsopgørelse;Afsnit 11: Råd og Svamp;Bygning;False;Error
tilbud.aspx;tilbud.aspx;Erstatningsopgørelse;Tilbud på reparation;Bygning;False;Error
Remaljeringsselskab.aspx;Remaljeringsselskab.aspx;Erstatningsopgørelse;Afsnit 8: Glas og Sanitet, Afsnit 9: Stikledninger, Afsnit 10: Skjulte rør og kabler;Bygning;False;Error
Følgeskade.aspx;Følgeskade.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
redning.aspx;redning.aspx;Erstatningsopgørelse ;Alle dækninger;Bygning;False;Error
flytning.aspx;flytning.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
huslejetab.aspx;huslejetab.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Selvrisiko.aspx;BygningSelvrisiko.aspx;Erstatningsopgørelse;Afsnit 11: Råd og Svamp;Bygning;True;Error
Indeksregulerede selvrisikobeløb.aspx;Indeksregulerede selvrisikobeløb.aspx;Erstatningsopgørelse;Indeksregulerede selvriskobeløb;Bygning;False;Error
afskrivning.aspx;afskrivning.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Behandling af snetryksskader.aspx;Behandling af snetryksskader.aspx;Erstatningsopgørelse;Afsnit 6: Storm - voldsomt sky- og tøbrud - snetryk;Bygning;False;Error
Behandling af frostsprængning.aspx;Behandling af frostsprængning.aspx;Erstatningsopgørelse;Afsnit 5: Udstrømning af væsker (Vandskade) og frostsprængning af rør;Bygning;False;Error
økonomisk tab.aspx;økonomisk tab.aspx;Erstatningsopgørelse;Økonomisk tab;Bygning;False;Error
Behandling af tøbrudsskader.aspx;Behandling af tøbrudsskader.aspx;Erstatningsopgørelse;Afsnit 6: Storm - voldsomt sky- og tøbrud - snetryk;Bygning;False;Error
påregnelig eller opstår ved dagligt brug.aspx;påregnelig eller opstår ved dagligt brug.aspx;Erstatningsopgørelse ;Afsnit 7: Pludselig skade;Bygning;False;Error
forvoldt af dyr.aspx;forvoldt af dyr.aspx;Erstatningsopgørelse;Afsnit 7: Pludselig skade;Bygning;False;Error
over et tidsrum.aspx;over et tidsrum.aspx;Erstatningsopgørelse ;Afsnit 7: Pludselig skade;Bygning;False;Error
Advokatbistand.aspx;Advokatbistand.aspx;Erstatningsopgørelse;Alle dækninger - større skader;Bygning;False;Error
Arkitektbistand.aspx;Arkitektbistand.aspx;Erstatningsopgørelse ;Alle dækninger;Bygning;False;Error
Fal § 22.aspx;Fal § 22.aspx;Erstatningsopgørelse;Alle dækninger ;Bygning;False;Error
FAL § 21.aspx;FAL § 21.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
FAL § 39.aspx;FAL § 39.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
FAL § 32.aspx;FAL § 32.aspx;Erstatningsopgørelse ;Advokatbistand/arkitektbistand;Bygning;False;Error
Omfangskoder for rør og kabler på policen.aspx;Omfangskoder for rør og kabler på policen.aspx;Erstatningsopgørelse;Afsnit 9: Stikledninger og Afsnit 10: Skjulte rør og kabler;Bygning;False;Error
Medlem ønsker at benytte egen håndværker efter sp-besøg.aspx;Medlem ønsker at benytte egen håndværker efter sp-besøg.aspx;Erstatningsopgørelse;Sager hvor sp-håndværker benyttes;Bygning;False;Error
Kontanterstatning.aspx;BygningKontanterstatning.aspx;Erstatningsopgørelse ;Alle dækninger;Bygning;True;Error
Regres - Forældrehæftelse.aspx;BygningRegres - Forældrehæftelse.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;True;Error
Regres ved produktansvar.aspx;Regres ved produktansvar.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Eget arbejde.aspx;BygningEget arbejde.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;True;Error
Bevaringsværdige - fredede ejendommen.aspx;Bevaringsværdige - fredede ejendommen.aspx;Erstatningsopgørelse ;Alle dækninger;Bygning;False;Error
Hvornår kan grov uagtsomhed gøres gældende.aspx;Hvornår kan grov uagtsomhed gøres gældende.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Havetraktor.aspx;Havetraktor.aspx;Erstatningsopgørelse;Fritidshusforsikringen;Bygning;False;Error
Huslejetab, ansvar og retshjælp.aspx;Huslejetab, ansvar og retshjælp.aspx;Erstatningsopgørelse;Huslejetab, ansvar og retshjælp;Bygning;False;Error
Oprydning efter en dækningsberettigende skade i andres haver.aspx;Oprydning efter en dækningsberettigende skade i andres haver.aspx;Erstatningsopgørelse;Afsnit 2: Brand, lynnedslag og eksplosion og Afsnit 6: Storm - voldsomt sky- og tøbrud - snetryk;Bygning;False;Error
Reklamation.aspx;Reklamation.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Renter.aspx;Renter.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
FAL § 24.aspx;FAL § 24.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Renoveringsordning - tilskudsordninger.aspx;Renoveringsordning - tilskudsordninger.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Rykkergebyr.aspx;Rykkergebyr.aspx;Erstatningsopgørelse ;Alle dækninger ;Bygning;False;Error
reparationsoverslag.aspx;reparationsoverslag.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Hvornår kan en skade afvises.aspx;Hvornår kan en skade afvises.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Besigtigelsesrapport i forbindelse med tegning af forsikringen.aspx;Besigtigelsesrapport i forbindelse med tegning af forsikringen.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Betaling af regninger.aspx;Betaling af regninger.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Bedre dækning.aspx;Bedre dækning.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Byggeskadeforsikring.aspx;Byggeskadeforsikring.aspx;Erstatningsopgørelse;Skade på boliger, der er under 10 år gamle;Bygning;False;Error
Ejerskifte.aspx;Ejerskifte.aspx;Erstatningsopgørelse ;Afsnit 9: stikledninger og Afsnit 10: skjulte rør og kabler;Bygning;False;Error
Dækning på både Ejerskifte- og Husforsikring.aspx;Dækning på både Ejerskifte- og Husforsikring.aspx;Erstatningsopgørelse ;Alle dækninger;Bygning;False;Error
Kulanceerstatninger.aspx;Kulanceerstatninger.aspx;Erstatningsopgørelse;alle dækninger;Bygning;False;Error
Breve.aspx;Breve.aspx;Erstatningsopgørelse;Alle skadesager;Bygning;False;Error
Både.aspx;Både.aspx;Erstatningsopgørelse;Sommerhusforsikring ;Bygning;False;Error
Scannde bilag på policen.aspx;Scannde bilag på policen.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Udlejningsforsikring.aspx;Udlejningsforsikring.aspx;Erstatningsopgørelse;Sommerhusforsikringen;Bygning;False;Error
Præmiebetaling.aspx;Præmiebetaling.aspx;Erstatningsopgørelse;Sommerhusforsikring;Bygning;False;Error
policeinformation.aspx;policeinformation.aspx;Erstatningsopgørelse ;alle skadesager;Bygning;False;Error
Havemøbler.aspx;Havemøbler.aspx;Erstatningsopgørelse;Sommerhusforsikring;Bygning;False;Error
Betaling af indboskade på Husforsikringen.aspx;Betaling af indboskade på Husforsikringen.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Dækning af udgifter til vores samarbejdspartnere.aspx;Dækning af udgifter til vores samarbejdspartnere.aspx;Erstatningsopgørelse ;Alle dækninger;Bygning;False;Error
Hvem skal kontanterstatning udbetales til.aspx;Hvem skal kontanterstatning udbetales til.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Behandling af sager hvor der indgår PCB-holdige produkter og PCB-holdigt affald.aspx;Behandling af sager hvor der indgår PCB-holdige produkter og PCB-holdigt affald.aspx;Erstatningsopgørelse;Alle skadesager;Bygning;False;Error
Genlevering af bygningstilbehør gennem Sp-løsøre-systemet.aspx;Genlevering af bygningstilbehør gennem Sp-løsøre-systemet.aspx;Erstatningsopgørelse;Alle skadesager;Bygning;False;Error
Dækning af udgifter til at finde afdækkede brønddæksler.aspx;Dækning af udgifter til at finde afdækkede brønddæksler.aspx;Erstatningsopgørelse;Afsnit 9: Stikledninger;Bygning;False;Error
stråtag.aspx;stråtag.aspx;Erstatningsopgørelse;Afsnit 6: Storm - voldsomt sky- og tøbrud - snetryk;Bygning;False;Error
Skade forvoldt af flyvende trampoliner og andre løse genstande.aspx;Skade forvoldt af flyvende trampoliner og andre løse genstande.aspx;Erstatningsopgørelse;Afsnit 6: Storm - voldsomt sky- og tøbrud - snetryk;Bygning;False;Error
1 eller 2 selvrisikobeløb.aspx;1 eller 2 selvrisikobeløb.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Priskatalog.aspx;Priskatalog.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Fareforøgelse.aspx;BygningFareforøgelse.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;True;Error
Lovliggørelse.aspx;Lovliggørelse.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Behandling af bolighjælpsdækningen.aspx;Behandling af bolighjælpsdækningen.aspx;Erstatningsopgørelse;Bolighjælp;Bygning;False;Error
Hvordan foretager vi afskrivning.aspx;Hvordan foretager vi afskrivning.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Tidligere forsikringsvilkår.aspx;Tidligere forsikringsvilkår.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Kontanterstatning der anvendes til andet formål.aspx;Kontanterstatning der anvendes til andet formål.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Selvrisiko ved brud på flere rørstrækninger.aspx;Selvrisiko ved brud på flere rørstrækninger.aspx;Erstatningsopgørelse;Afsnit 9: Stikledninger;Bygning;False;Error
Erstatning for glas i drivhuse.aspx;Erstatning for glas i drivhuse.aspx;Erstatningsopgørelse;Afsnit 1.G.a Ejendommens bygningerog 1.G.e Bygninger, hegn og stakitter;Bygning;False;Error
Organisk materiale.aspx;Organisk materiale.aspx;Erstatningsopgørelse;Skybrud - Vilkårenes afsnit 6. Storm - voldsomt sky- og tøbrud - snetryk;Bygning;False;Error
Oprydning af genstande i medlems have, efter en dækningsberettigende skade hos medlems nabo.aspx;Oprydning af genstande i medlems have, efter en dækningsberettigende skade hos medlems nabo.aspx;Erstatningsopgørelse;Afsnit 6: Storm - voldsomt sky- og tøbrud - snetryk;Bygning;False;Error
Forældelsesreglerne vist i forskellige eksempler.aspx;BygningForældelsesreglerne vist i forskellige eksempler.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;True;Error
Pro-rata erstatning.aspx;Pro-rata erstatning.aspx;Erstatningsopgørelse;;Bygning;False;Error
Informationssøgning.aspx;BygningInformationssøgning.aspx;Erstatningsopgørelse;Alle skader;Bygning;True;Error
Dækning af særligt privat indbo og elektriskeapparater i henhold til sommerhusvilkårene.aspx;Dækning af særligt privat indbo og elektriskeapparater i henhold til sommerhusvilkårene.aspx;Erstatningsopgørelse;Sommerhusvilkårenes afsnit 1.F: Hvilke ting dækker forsikringen skader på, afsnit 4: Indbrudstyveri, røveri og overfald på forsikringsstedet, 5: Simpelt tyveri og hærværk og 9: Pludselig skader;Bygning;False;Error
Oprydning efter stormskadede træer.aspx;Oprydning efter stormskadede træer.aspx;Erstatningsopgørelse;Husvilkårenes afsnit 6. Storm - Voldsomt sky- og tøbrud - Snetryk og Husvilkårenes afsnit 14. Udvidet dækning for haveanlæg ;Bygning;False;Error
Vandudgift.aspx;Vandudgift.aspx;Erstatningsopgørelse;Husvilkårenes afsnit 1.G.a og 1.G.g;Bygning;False;Error
Erstatning for træer og buske.aspx;Erstatning for træer og buske.aspx;Erstatningsopgørelse;;Bygning;False;Error
Undersøgelsesudgifter når skaden er dækningsberettigende.aspx;Undersøgelsesudgifter når skaden er dækningsberettigende.aspx;Erstatningsopgørelse;Alle dækninger;Bygning;False;Error
Opgørelse til dagsværdi.aspx;Opgørelse til dagsværdi.aspx;Erstatningsopgørelse;Genstande af organisk materiale;Bygning;False;Error
Selvrisiko og summer.aspx;Selvrisiko og summer.aspx;Erstatningsopgørelse;;Bygning;False;Error
Tab af vand og olie.aspx;Tab af vand og olie.aspx;Erstatningsopgørelse;Afsnit 5: Udstrømning af væsker (vandskade) og frostsprængning af rør, Afsnit 9: Stikledninger og afsnit 10: Skjulte rør og kabler;Bygning;False;Error
Skade forvoldt af håndværker.aspx;Skade forvoldt af håndværker.aspx;Erstatningsopgørelse;Alle skader;Bygning;False;Error
Hvordan opgøres erstatningens størrelse for vandforbrug.aspx;Hvordan opgøres erstatningens størrelse for vandforbrug.aspx;Erstatningsopgørelse;Afsnit 5: Udstrømning af væsker (vandskade) - Afsnit 9: Stikledninger - Afsnit 10: Skjulte rør og kabler;Bygning;False;Error
Hvordan opgøres erstatningens størrelse for tab af olie.aspx;Hvordan opgøres erstatningens størrelse for tab af olie.aspx;Erstatningsopgørelse;Afsnit 5: Udstrømning af væsker (vandskade) - Afsnit 9: Stikledninger - Afsnit 10: Skjulte rør og kabler;Bygning;False;Error
Vejledning for hvilket el-arbejde privat personer må udføre.aspx;Vejledning for hvilket el-arbejde privat personer må udføre.aspx;Erstatningsopgørelse;Alle skader;Bygning;False;Error
Værdiforringelseserstatning.aspx;Værdiforringelseserstatning.aspx;Erstatningsopgørelse;;Bygning;False;Error
Restværdi.aspx;Restværdi.aspx;Erstatningsopgørelse;;Bygning;False;Error
forbeholdsbrev.aspx;forbeholdsbrev.aspx;Forretningsgang;Alle dækninger;Bygning;False;Error
Vejret.aspx;Vejret.aspx;Forretningsgang;Afsnit 6: Storm - voldsomt sky- og tøbrud - snetryk;Bygning;False;Error
Stormflodsskader.aspx;BygningStormflodsskader.aspx;Forretningsgang;Afsnit 6: Storm - voldsomt sky- og tøbrud - snetryk;Bygning;True;Error
Statistikkode.aspx;Statistikkode.aspx;Forretningsgang;Alle dækninger;Bygning;False;Error
AB 92.aspx;AB 92.aspx;Forretningsgang;Regressager;Bygning;False;Error
Medlemsjura.aspx;Medlemsjura.aspx;Forretningsgang;Alle dækninger;Bygning;False;Error
fortryder sp-håndværker.aspx;fortryder sp-håndværker.aspx;Forretningsgang;Sager der behandles af sp-håndværker;Bygning;False;Error
Taksator på sp-sager.aspx;Taksator på sp-sager.aspx;Forretningsgang;Sager der behandles af sp-håndværker;Bygning;False;Error
dagbog.aspx;dagbog.aspx;Forretningsgang;Alle dækninger;Bygning;False;Error
Falck bolighjælp.aspx;Falck bolighjælp.aspx;Forretningsgang;Træfældning, Fygesne, vand i boligen, skadedyr, istapper, løse tagsten, sne på taget, løbet tør for olie, rådgivning;Bygning;False;Error
tilstandsrapport.aspx;tilstandsrapport.aspx;Forretningsgang;Oftest afsnit 9: stikledninger, Afsnit 10: Skjulte rør og kabler, Afsnit 11: Råd og svamp, Afsnit 12: Insekter;Bygning;False;Error
taksator.aspx;taksator.aspx;Forretningsgang;Sager der behandles af taksator;Bygning;False;Error
Sp-håndværker afviser skade.aspx;Sp-håndværker afviser skade.aspx;Forretningsgang;Sager der behandles af sp-håndværker ;Bygning;False;Error
Hvornår sp-håndværker.aspx;Hvornår sp-håndværker.aspx;Forretningsgang;Sager der behandles af sp-håndværker;Bygning;False;Error
Forløbet for en sp-sag.aspx;Forløbet for en sp-sag.aspx;Forretningsgang;Sager der behandles af Sp-håndværker;Bygning;False;Error
Skader der udbedres af sp-håndværker.aspx;Skader der udbedres af sp-håndværker.aspx;Forretningsgang;Sager der behandles af sp-håndværker;Bygning;False;Error
Sp-håndværker er i tvivl om dækning.aspx;Sp-håndværker er i tvivl om dækning.aspx;Forretningsgang;Sager der behandles af sp-håndværker;Bygning;False;Error
Skadeår.aspx;Skadeår.aspx;Forretningsgang;Alle dækninger;Bygning;False;Error
reserve.aspx;reserve.aspx;Forretningsgang;Alle dækninger ;Bygning;False;Error
Skader på over 1 mio kr.aspx;Skader på over 1 mio kr.aspx;Forretningsgang;Alle dækninger;Bygning;False;Error
Indberetning af renter.aspx;Indberetning af renter.aspx;Forretningsgang;Alle dækninger;Bygning;False;Error
Beregning af renter.aspx;Beregning af renter.aspx;Forretningsgang;Alle dækninger;Bygning;False;Error
Klage over afgørelse - Procedure.aspx;Klage over afgørelse - Procedure.aspx;Forretningsgang;Alle skadesager;Bygning;False;Error
Olieforurening.aspx;Olieforurening.aspx;Forretningsgang;Olieforurening;Bygning;False;Error
Oplysning om forsikringsforhold.aspx;Oplysning om forsikringsforhold.aspx;Forretningsgang;Alle forsikringforhold;Bygning;False;Error
personrelaterede sager.aspx;personrelaterede sager.aspx;Forretningsgang;Alle skadesager;Bygning;False;Error
Post til andre selskaber.aspx;Post til andre selskaber.aspx;Forretningsgang;Alle skadesager;Bygning;False;Error
Udbetaling til håndværkere.aspx;Udbetaling til håndværkere.aspx;Forretningsgang;Alle skadesager;Bygning;False;Error
Incassosager.aspx;BygningIncassosager.aspx;Forretningsgang;Alle skadesager;Bygning;True;Error
Postnummerfordeling - skadeservicefirmaer.aspx;Postnummerfordeling - skadeservicefirmaer.aspx;Forretningsgang;Postnummerfordeling - skadeservicefirmaer;Bygning;False;Error
Aktindsigt.aspx;BygningAktindsigt.aspx;Forretningsgang;Alle dækninger;Bygning;True;Error
Selskabets e-mail anbefalinger.aspx;Selskabets e-mail anbefalinger.aspx;Forretningsgang;Alle skadesager;Bygning;False;Error
Anmeldelsesfrister.aspx;Anmeldelsesfrister.aspx;Forretningsgang;Stikledninger, Skjulte rør, råd/svamp og insekter;Bygning;False;Error
Rykkerprocedure.aspx;Rykkerprocedure.aspx;Forretningsgang;Alle dækninger;Bygning;False;Error
Besvarelse af klagesager.aspx;BygningBesvarelse af klagesager.aspx;Forretningsgang;Alle skadesager;Bygning;True;Error
Medarbejdersager.aspx;BygningMedarbejdersager.aspx;Forretningsgang;Alle skadesager;Bygning;True;Error
Hus Plus dækninger.aspx;Hus Plus dækninger.aspx;Forretningsgang;Alle dækninger ;Bygning;False;Error
Statistikkode 400 - Redning og bevaring.aspx;Statistikkode 400 - Redning og bevaring.aspx;Forretningsgang;Alle dækninger;Bygning;False;Error
MgO-plader.aspx;MgO-plader.aspx;Forretningsgang;Alle skader;Bygning;False;Error
Udhusbygninger der er undtaget fra forsikringsdækning.aspx;Udhusbygninger der er undtaget fra forsikringsdækning.aspx;Forretningsgang;Afsnit 2: Brand, lynnedslag og eksplosion mv.;Bygning;False;Error
Glasdækning - ridsede ruder.aspx;BygningGlasdækning - ridsede ruder.aspx;Forretningsgang;Husvilkårenes afsnit 8: Glas og sanitet og Sommerhusvilkårenes afsnit 16: Glas og sanitet ;Bygning;True;Error
Afregning til sp-håndværkere og Housecenter.aspx;Afregning til sp-håndværkere og Housecenter.aspx;Forretningsgang;Sager der behandles af sp-håndværker;Bygning;False;Error
Afsnit 6 + Udvidet vanddækning.aspx;Afsnit 6 + Udvidet vanddækning.aspx;Husvilkårenes plusdækninger;Udvidet vanddækning;Bygning;False;Error
Husplus afsnit 9+ udvidet dækning for brønde og stikledninger.aspx;Husplus afsnit 9+ udvidet dækning for brønde og stikledninger.aspx;Husvilkårenes plusdækninger;Udvidet dækning for brønde og stikledninger;Bygning;False;Error
Husplus afsnit 13. Skadedyr.aspx;Husplus afsnit 13. Skadedyr.aspx;Husvilkårenes plusdækninger;Skader på grund af pindsvin, slanger, fugle, flagermus samt mår, rotter, mus og andre gnavere;Bygning;False;Error
Husplus afsnit 14 Udvidet dækning for haveanlæg.aspx;Husplus afsnit 14 Udvidet dækning for haveanlæg.aspx;Husvilkårenes plusdækninger;Afsnit 1.G.g: Haveanlæg og Afsnit 4: Tyveri og Hærværk, Afsnit 6: Storm og Afsnit 7: Pludselig skade;Bygning;False;Error
Husplus afsnit 3+ Udvidet dækning for funktionsfejl på elektriske apparater.aspx;Husplus afsnit 3+ Udvidet dækning for funktionsfejl på elektriske apparater.aspx;Husvilkårenes plusdækninger;Funktionsfejl i faste elektriske installationer;Bygning;False;Error
HusPlus udvidet vanddækning forhold som medfører, at udbedring af årsagen til skaden ikke lader sig gøre.aspx;HusPlus udvidet vanddækning forhold som medfører, at udbedring af årsagen til skaden ikke lader sig gøre.aspx;Husvilkårenes plusdækninger;Hus Plus - afsnit 6+ udvidet vanddækning - udbedring af årsagen til skaden;Bygning;False;Error
Udsivning af vand fra frostsprængt synligt rør.aspx;Udsivning af vand fra frostsprængt synligt rør.aspx;Husvilkårenes plusdækninger;Hus Plus - Afsnit 6+ Udvidet vanddækning - frostsprængning af rør;Bygning;False;Error
Vandforbrug.aspx;Vandforbrug.aspx;Husvilkårenes plusdækninger;Vilkårenes afsnit 5: Udstrømning af væsker (Vandskade) - Vilkårenes afsnit 9: Stikledninger - Vilkårenes afsnit 10: Skjulte rør og kabler ;Bygning;False;Error
Hvem kan tegne Husplus dækning.aspx;Hvem kan tegne Husplus dækning.aspx;Husvilkårenes plusdækninger ;;Bygning;False;Error
Afdækning ved udvidet vanddækning.aspx;Afdækning ved udvidet vanddækning.aspx;Husvilkårenes plusdækninger ;Afdækning ved udvidet vanddækning;Bygning;False;Error
Husplus - Kosmetiske skader.aspx;Husplus - Kosmetiske skader.aspx;Husvilkårenes plusdækninger ;;Bygning;False;Error
Tegninger af bygninger og bygningsdele.aspx;Tegninger af bygninger og bygningsdele.aspx;Oversigter og tegninger af bygninger og delene heri;Alle dækninger;Bygning;False;Error
