﻿"Title","SiteUrl","LastActivityOn","TemplateTitle","StorageUsed","StorageQuota","IsGroupConnected","TimeCreated","NumOfFiles","FileViewedOrEdited","PageViews","PrimaryAdmin"
Økonomi,"https://lbforsikring.sharepoint.com/sites/sandkasse","14-06-2018 17:00:00","Kommunikationswebsted","82421016","27487790694400","False","27-02-2018 03:10:50","122","114","104","Nicolai Danielsen"
